year_month,month_of_release,passenger_type,direction,citizenship,visa,country_of_residence,estimate,standard_error,status
2018-04,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brunei Darussalam,1,0,Provisional
2018-05,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brunei Darussalam,1,0,Provisional
2018-08,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brunei Darussalam,0.27,0.411318465,Provisional
2018-11,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brunei Darussalam,0.856,0.342210338,Provisional
2018-12,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brunei Darussalam,1.79,0.506369416,Provisional
2019-01,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brunei Darussalam,0.848,0.44988957,Provisional
2019-03,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brunei Darussalam,0.016,0.073844373,Provisional
2019-04,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brunei Darussalam,0.638,0.490825337,Provisional
2019-05,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brunei Darussalam,0.318,0.478782894,Provisional
2019-06,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brunei Darussalam,0.692,0.665881729,Provisional
2018-02,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brunei Darussalam,4,0,Final
2018-05,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brunei Darussalam,0.878,0.286254118,Provisional
2018-06,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brunei Darussalam,1,0,Provisional
2018-07,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brunei Darussalam,6.386,0.739741141,Provisional
2018-08,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brunei Darussalam,5.642,0.990234088,Provisional
2018-09,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brunei Darussalam,0.578,0.490727072,Provisional
2018-10,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brunei Darussalam,0.792,0.62118652,Provisional
2018-11,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brunei Darussalam,9.834,1.801923132,Provisional
2018-12,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brunei Darussalam,12.754,1.891629452,Provisional
2019-01,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brunei Darussalam,2.584,0.889343595,Provisional
2019-02,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brunei Darussalam,0.222,0.446056658,Provisional
2019-03,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brunei Darussalam,2.608,1.412537529,Provisional
2019-04,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brunei Darussalam,1.624,1.005479732,Provisional
2019-05,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brunei Darussalam,0.952,0.799369327,Provisional
2019-06,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brunei Darussalam,0.656,0.701573972,Provisional
2019-03,2019-06,Long-term migrant,Arrivals,non-NZ,Other,Bolivia,0.006,0.023844373,Provisional
2019-01,2019-06,Long-term migrant,Arrivals,non-NZ,Resident,Bolivia,0.342,0.468057005,Provisional
2018-02,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Bolivia,1,0,Final
2018-07,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Bolivia,1,0,Provisional
2018-11,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Bolivia,0.802,0.385323477,Provisional
2019-01,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Bolivia,1.308,0.868352702,Provisional
2019-02,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Bolivia,1.368,0.677493846,Provisional
2019-05,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Bolivia,0.47,0.493515067,Provisional
2019-06,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Bolivia,0.02,0.080427497,Provisional
2018-02,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Bolivia,1,0,Final
2018-11,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Bolivia,0.792,0.402311488,Provisional
2019-02,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Bolivia,1.246,0.623768275,Provisional
2019-03,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Bolivia,0.024,0.100427497,Provisional
2019-05,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Bolivia,0.006,0.023844373,Provisional
2019-06,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Bolivia,0.132,0.334851332,Provisional
2018-02,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Bolivia,1,0,Final
2018-04,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Bolivia,1,0,Provisional
2018-07,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Bolivia,2,0,Provisional
2018-11,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Bolivia,0.234,0.405571723,Provisional
2019-02,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Bolivia,0.634,0.479607727,Provisional
2019-04,2019-06,Long-term migrant,Arrivals,non-NZ,NZ and Australian citizens,Bolivia,0.002,0.01,Provisional
2018-03,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Bolivia,1,0,Provisional
2018-12,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Bolivia,0.68,0.466293609,Provisional
2019-01,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Bolivia,0.064,0.208107021,Provisional
2019-04,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Bolivia,0.418,0.502723863,Provisional
2018-05,2019-06,Long-term migrant,Arrivals,non-NZ,Other,Brazil,2,0,Provisional
2018-09,2019-06,Long-term migrant,Arrivals,non-NZ,Other,Brazil,1.448,0.59941912,Provisional
2018-10,2019-06,Long-term migrant,Arrivals,non-NZ,Other,Brazil,0.678,0.451402103,Provisional
2018-12,2019-06,Long-term migrant,Arrivals,non-NZ,Other,Brazil,0.036,0.122221992,Provisional
2019-02,2019-06,Long-term migrant,Arrivals,non-NZ,Other,Brazil,0.022,0.08427187,Provisional
2019-03,2019-06,Long-term migrant,Arrivals,non-NZ,Other,Brazil,0.734,0.570605894,Provisional
2019-04,2019-06,Long-term migrant,Arrivals,non-NZ,Other,Brazil,0.364,0.53256072,Provisional
2019-05,2019-06,Long-term migrant,Arrivals,non-NZ,Other,Brazil,0.944,1.074256953,Provisional
2019-06,2019-06,Long-term migrant,Arrivals,non-NZ,Other,Brazil,1.23,1.184304724,Provisional
2018-03,2019-06,Long-term migrant,Arrivals,non-NZ,Resident,Brazil,1,0,Provisional
2018-04,2019-06,Long-term migrant,Arrivals,non-NZ,Resident,Brazil,3,0,Provisional
2018-05,2019-06,Long-term migrant,Arrivals,non-NZ,Resident,Brazil,1,0,Provisional
2018-06,2019-06,Long-term migrant,Arrivals,non-NZ,Resident,Brazil,2,0,Provisional
2018-07,2019-06,Long-term migrant,Arrivals,non-NZ,Resident,Brazil,2,0,Provisional
2018-08,2019-06,Long-term migrant,Arrivals,non-NZ,Resident,Brazil,0.854,0.335678926,Provisional
2018-09,2019-06,Long-term migrant,Arrivals,non-NZ,Resident,Brazil,0.666,0.469771636,Provisional
2018-10,2019-06,Long-term migrant,Arrivals,non-NZ,Resident,Brazil,0.788,0.3885456,Provisional
2018-11,2019-06,Long-term migrant,Arrivals,non-NZ,Resident,Brazil,1.564,0.721963746,Provisional
2018-12,2019-06,Long-term migrant,Arrivals,non-NZ,Resident,Brazil,6.522,1.388690676,Provisional
2019-01,2019-06,Long-term migrant,Arrivals,non-NZ,Resident,Brazil,0.668,0.501666047,Provisional
2019-02,2019-06,Long-term migrant,Arrivals,non-NZ,Resident,Brazil,2.214,0.985654896,Provisional
2019-03,2019-06,Long-term migrant,Arrivals,non-NZ,Resident,Brazil,2.354,1.068573313,Provisional
2019-04,2019-06,Long-term migrant,Arrivals,non-NZ,Resident,Brazil,0.438,0.510501845,Provisional
2019-05,2019-06,Long-term migrant,Arrivals,non-NZ,Resident,Brazil,0.756,0.658123535,Provisional
2019-06,2019-06,Long-term migrant,Arrivals,non-NZ,Resident,Brazil,0.744,0.689254178,Provisional
2018-02,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Brazil,97,0,Final
2018-03,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Brazil,83,0,Provisional
2018-04,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Brazil,72,0,Provisional
2018-05,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Brazil,54.32,0.505906919,Provisional
2018-06,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Brazil,46.18,1.361320848,Provisional
2018-07,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Brazil,41.312,2.05734628,Provisional
2018-08,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Brazil,54.954,3.564070475,Provisional
2018-09,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Brazil,40.054,3.803228675,Provisional
2018-10,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Brazil,29.03,3.17277884,Provisional
2018-11,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Brazil,28.91,3.424035823,Provisional
2018-12,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Brazil,25.47,2.953049792,Provisional
2019-01,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Brazil,53.8,6.171939748,Provisional
2019-02,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Brazil,46.674,5.151402377,Provisional
2019-03,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Brazil,57.136,6.390650083,Provisional
2019-04,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Brazil,22.254,3.992312647,Provisional
2019-05,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Brazil,21.382,4.199118248,Provisional
2019-06,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Brazil,19.642,4.331434873,Provisional
2018-02,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Brazil,52,0,Final
2018-03,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Brazil,61.12,0.211073007,Provisional
2018-04,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Brazil,35.736,0.391739648,Provisional
2018-05,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Brazil,48.68,1.042598795,Provisional
2018-06,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Brazil,58.986,1.378903578,Provisional
2018-07,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Brazil,33.494,1.932540126,Provisional
2018-08,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Brazil,67.166,3.668698018,Provisional
2018-09,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Brazil,38.828,3.014737032,Provisional
2018-10,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Brazil,41.802,3.793561286,Provisional
2018-11,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Brazil,47.9,4.024340576,Provisional
2018-12,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Brazil,56.922,5.165286104,Provisional
2019-01,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Brazil,43.196,4.592852418,Provisional
2019-02,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Brazil,41.154,4.749213419,Provisional
2019-03,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Brazil,39.066,4.831671393,Provisional
2019-04,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Brazil,16.352,3.260800396,Provisional
2019-05,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Brazil,24.194,4.468988198,Provisional
2019-06,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Brazil,23.054,5.191519633,Provisional
2018-02,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brazil,32,0,Final
2018-03,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brazil,45.014,0.048708287,Provisional
2018-04,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brazil,33.006,0.03,Provisional
2018-05,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brazil,23.09,0.240709686,Provisional
2018-06,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brazil,35.202,0.919784826,Provisional
2018-07,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brazil,15.39,1.44769814,Provisional
2018-08,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brazil,60.01,4.274771201,Provisional
2018-09,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brazil,27.674,3.260197329,Provisional
2018-10,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brazil,11.844,2.235911575,Provisional
2018-11,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brazil,19.71,2.966595489,Provisional
2018-12,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brazil,13.692,2.59142945,Provisional
2019-01,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brazil,14.89,2.981185386,Provisional
2019-02,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brazil,18.332,3.255031016,Provisional
2019-03,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brazil,17.664,3.308123767,Provisional
2019-04,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brazil,11.26,2.799671214,Provisional
2019-05,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brazil,9.848,2.671277964,Provisional
2019-06,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Brazil,9.664,2.666478737,Provisional
2018-12,2019-06,Long-term migrant,Arrivals,non-NZ,NZ and Australian citizens,Brazil,0.144,0.330077479,Provisional
2019-02,2019-06,Long-term migrant,Arrivals,non-NZ,NZ and Australian citizens,Brazil,0.35,0.486439899,Provisional
2019-05,2019-06,Long-term migrant,Arrivals,non-NZ,NZ and Australian citizens,Brazil,0.284,0.440054846,Provisional
2019-06,2019-06,Long-term migrant,Arrivals,non-NZ,NZ and Australian citizens,Brazil,0.204,0.396093086,Provisional
2018-02,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brazil,1,0,Final
2018-04,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brazil,7,0,Provisional
2018-05,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brazil,2,0,Provisional
2018-06,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brazil,1.472,0.625466136,Provisional
2018-07,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brazil,5.438,0.623052358,Provisional
2018-08,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brazil,10.718,1.423798764,Provisional
2018-09,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brazil,1.592,0.573109445,Provisional
2018-10,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brazil,0.494,0.490046802,Provisional
2018-11,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brazil,7.006,1.408981018,Provisional
2018-12,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brazil,5.804,1.266365368,Provisional
2019-01,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brazil,3.716,1.237568018,Provisional
2019-02,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brazil,5.82,1.412731806,Provisional
2019-03,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brazil,1.76,0.929447463,Provisional
2019-04,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brazil,3.788,1.433953001,Provisional
2019-05,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brazil,1.424,0.951726526,Provisional
2019-06,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Brazil,1.006,0.830117229,Provisional
2019-06,2019-06,Long-term migrant,Arrivals,non-NZ,Other,Bahamas,0.07,0.187628735,Provisional
2018-09,2019-06,Long-term migrant,Arrivals,non-NZ,Resident,Bahamas,0.814,0.379827116,Provisional
2019-06,2019-06,Long-term migrant,Arrivals,non-NZ,Resident,Bahamas,0.142,0.328387848,Provisional
2018-02,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Bahamas,1,0,Final
2019-01,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Bahamas,1.5,0.825191877,Provisional
2019-03,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Bahamas,0.002,0.01,Provisional
2019-04,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Bahamas,0.002,0.01,Provisional
2019-05,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Bahamas,0.088,0.247447585,Provisional
2018-09,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Bahamas,0.08,0.242085175,Provisional
2019-05,2019-06,Long-term migrant,Arrivals,non-NZ,NZ and Australian citizens,Bahamas,0.264,0.440474001,Provisional
2019-01,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Bahamas,0.578,0.489729345,Provisional
2019-02,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Bahamas,0.584,0.489450167,Provisional
2019-03,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Bahamas,0.012,0.053844373,Provisional
2019-05,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Bahamas,0.024,0.100427497,Provisional
2019-06,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Bahamas,0.054,0.20007686,Provisional
2018-02,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Bhutan,3,0,Final
2018-03,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Bhutan,1,0,Provisional
2018-07,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Bhutan,1.468,0.480094987,Provisional
2018-10,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Bhutan,2.412,0.650716277,Provisional
2019-01,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Bhutan,2.538,0.584504671,Provisional
2019-02,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Bhutan,2.604,0.554686176,Provisional
2019-03,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Bhutan,0.854,0.349610123,Provisional
2019-04,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Bhutan,0.096,0.238047992,Provisional
2019-05,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Bhutan,0.818,0.384820702,Provisional
2019-06,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Bhutan,0.798,0.392551387,Provisional
2018-05,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Bhutan,2,0,Provisional
2019-02,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Bhutan,0.896,0.351966243,Provisional
2019-04,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Bhutan,0.002,0.01,Provisional
2019-05,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Bhutan,0.002,0.01,Provisional
2018-02,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Bhutan,1,0,Final
2018-07,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Bhutan,0.212,0.402051707,Provisional
2018-10,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Bhutan,0.858,0.338297629,Provisional
2019-01,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Bhutan,0.748,0.412021733,Provisional
2019-02,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Bhutan,0.784,0.387930502,Provisional
2019-04,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Bhutan,0.024,0.095377492,Provisional
2019-05,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Bhutan,0.012,0.053844373,Provisional
2019-06,2019-06,Long-term migrant,Arrivals,non-NZ,NZ and Australian citizens,Bhutan,0.002,0.01,Provisional
2019-05,2019-06,Long-term migrant,Arrivals,NZ,NZ and Australian citizens,Bhutan,0.006,0.03,Provisional
2019-03,2019-06,Long-term migrant,Arrivals,non-NZ,Other,Botswana,0.026,0.07510532,Provisional
2018-04,2019-06,Long-term migrant,Arrivals,non-NZ,Resident,Botswana,1,0,Provisional
2019-03,2019-06,Long-term migrant,Arrivals,non-NZ,Resident,Botswana,0.024,0.09255266,Provisional
2018-02,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Botswana,4,0,Final
2018-05,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Botswana,2,0,Provisional
2018-07,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Botswana,1.848,0.362687484,Provisional
2018-08,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Botswana,0.974,0.076757252,Provisional
2018-09,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Botswana,0.974,0.105377492,Provisional
2018-10,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Botswana,0.734,0.43897343,Provisional
2018-12,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Botswana,2.664,0.499887542,Provisional
2019-01,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Botswana,0.888,0.29348398,Provisional
2019-04,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Botswana,0.936,0.195629646,Provisional
2019-06,2019-06,Long-term migrant,Arrivals,non-NZ,Student,Botswana,1.61,0.527197614,Provisional
2018-06,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Botswana,1,0,Provisional
2018-08,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Botswana,1.942,0.188699065,Provisional
2018-09,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Botswana,2.858,0.332856045,Provisional
2018-12,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Botswana,0.944,0.174096527,Provisional
2019-01,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Botswana,0.638,0.535586984,Provisional
2019-03,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Botswana,0.08,0.23055932,Provisional
2019-04,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Botswana,1.048,0.509891786,Provisional
2019-05,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Botswana,1.628,0.746439548,Provisional
2019-06,2019-06,Long-term migrant,Arrivals,non-NZ,Visitor,Botswana,0.866,0.315431416,Provisional
2018-02,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Botswana,2,0,Final
2018-04,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Botswana,3,0,Provisional
2018-05,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Botswana,1,0,Provisional
2018-06,2019-06,Long-term migrant,Arrivals,non-NZ,Work,Botswana,1,0,Provisional
